"timestamp","row_number","ward","div","precinct","obs","log_obs","precinct_num","minute"
"11/5/2019 11:04:46",258,"22","02","2202",31,3.43398720448515,494,30
"11/5/2019 11:05:40",259,"36","03","3603",49,3.89182029811063,837,170
"11/5/2019 11:05:46",260,"05","26","0526",88,4.47733681447821,119,240
"11/5/2019 11:06:00",261,"03","10","0310",30,3.40119738166216,60,170
"11/5/2019 11:07:04",262,"08","22","0822",46,3.8286413964891,193,246
"11/5/2019 11:08:36",263,"01","10","0110",81,4.39444915467244,10,248
"11/5/2019 11:09:35",264,"46","17","4617",162,5.08759633523238,1151,240
"11/5/2019 11:13:18",265,"02","17","0217",93,4.53259949315326,38,220
"11/5/2019 11:15:05",266,"18","10","1810",92,4.52178857704904,408,254
"11/5/2019 11:15:15",267,"48","12","4812",25,3.2188758248682,1183,135
"11/5/2019 11:16:16",268,"12","17","1217",18,2.89037175789616,289,65
"11/5/2019 11:17:36",269,"01","08","0108",67,4.20469261939097,8,257
"11/5/2019 11:18:24",270,"36","36","3636",48,3.87120101090789,870,90
"11/5/2019 11:19:05",271,"08","32","0832",81,4.39444915467244,203,258
"11/5/2019 11:19:39",272,"08","26","0826",92,4.52178857704904,197,259
"11/5/2019 11:20:12",273,"18","01","1801",53,3.97029191355212,399,260
"11/5/2019 11:20:30",274,"18","17","1817",101,4.61512051684126,415,240
"11/5/2019 11:21:49",275,"14","01","1401",50,3.91202300542815,322,104
"11/5/2019 11:22:03",276,"39","26","3926",37,3.61091791264422,943,90
"11/5/2019 11:23:12",277,"01","20","0120",4,1.38629436111989,20,15
"11/5/2019 11:23:24",278,"22","03","2203",62,4.12713438504509,495,210
"11/5/2019 11:23:39",279,"08","22","0822",48,3.87120101090789,193,263
"11/5/2019 11:25:47",280,"05","06","0506",63,4.14313472639153,99,135
"11/5/2019 11:25:55",281,"08","16","0816",116,4.75359019110636,187,250
"11/5/2019 11:26:20",282,"29","16","2916",8,2.07944154167984,667,15
"11/5/2019 11:26:42",283,"08","22","0822",49,3.89182029811063,193,266
"11/5/2019 11:27:02",284,"14","05","1405",8,2.07944154167984,326,30
"11/5/2019 11:28:17",285,"01","02","0102",80,4.38202663467388,2,265
"11/5/2019 11:31:47",286,"46","18","4618",102,4.62497281328427,1152,85
"11/5/2019 11:31:55",287,"46","01","4601",68,4.21950770517611,1135,155
"11/5/2019 11:32:27",288,"08","22","0822",50,3.91202300542815,193,272
"11/5/2019 11:32:50",289,"36","41","3641",31,3.43398720448515,875,140
"11/5/2019 11:34:36",290,"09","10","0910",107,4.67282883446191,216,275
"11/5/2019 11:35:02",291,"09","10","0910",108,4.68213122712422,216,275
"11/5/2019 11:35:23",292,"15","17","1517",8,2.07944154167984,349,20
"11/5/2019 11:37:06",293,"65","04","6504",43,3.76120011569356,1638,135
"11/5/2019 11:37:48",294,"08","22","0822",51,3.93182563272433,193,277
"11/5/2019 11:41:10",295,"24","08","2408",12,2.484906649788,552,50
"11/5/2019 11:41:21",296,"01","10","0110",78,4.35670882668959,10,220
"11/5/2019 11:43:41",297,"39","19","3919",8,2.07944154167984,936,45
"11/5/2019 11:44:39",298,"29","18","2918",53,3.97029191355212,669,270
"11/5/2019 11:45:07",299,"47","01","4701",57,4.04305126783455,1158,284
"11/5/2019 11:46:50",300,"18","10","1810",10,2.30258509299405,408,15
"11/5/2019 11:48:41",301,"36","29","3629",31,3.43398720448515,863,100
"11/5/2019 11:49:19",302,"22","03","2203",55,4.00733318523247,495,190
"11/5/2019 11:49:57",303,"46","16","4616",55,4.00733318523247,1150,70
"11/5/2019 11:50:44",304,"60","08","6008",56,4.02535169073515,1522,280
